,sensor_id,pm25,coverage_percent,minimum,maximum,average,original_observation,hour,day_of_week,day_of_month,month,day_of_year,week_of_year,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,pm25_lag_1h,pm25_lag_3h,pm25_lag_6h,pm25_lag_12h,pm25_lag_24h,pm25_lag_48h,pm25_lag_72h,pm25_rolling_mean_3h,pm25_rolling_std_3h,pm25_rolling_min_3h,pm25_rolling_max_3h,pm25_rolling_mean_6h,pm25_rolling_std_6h,pm25_rolling_min_6h,pm25_rolling_max_6h,pm25_rolling_mean_12h,pm25_rolling_std_12h,pm25_rolling_min_12h,pm25_rolling_max_12h,pm25_rolling_mean_24h,pm25_rolling_std_24h,pm25_rolling_min_24h,pm25_rolling_max_24h,pm25_rolling_mean_72h,pm25_rolling_std_72h,pm25_rolling_min_72h,pm25_rolling_max_72h
pm25_lag_6h,,0.7106159785030435,,0.7119319126666609,0.7119319126666609,0.7119319126666609,-0.014989239759394424,-0.11801116311103334,0.008148796222663237,0.0257916781298044,0.008275865956520773,0.014863570135581134,0.015386679723734633,0.009080192803222491,0.1588283823476764,0.025476650280547294,0.00268477852091134,0.008097074109245966,0.7464374915193506,0.8404871667053612,1.0,0.7086292415224155,0.6472619788009963,0.5746858442219951,0.527307005508919,0.8103103636744642,0.5376105783286855,0.8052507500873526,0.8004591315400568,0.9178602509609982,0.71452153696245,0.8897746024150421,0.9081999381110316,0.9410674361529954,0.7478065344762599,0.8431417020835733,0.8835676053456718,0.8507736875822577,0.7189054600967356,0.7630888148012621,0.7956395358443266,0.775092393709144,0.6788962105894023,0.6858231073324712,0.6965228035973844
pm25_lag_12h,,0.5562686209606468,,0.5618312153091579,0.5618312153091579,0.5618312153091579,-0.013461700699424477,-0.015644065224182414,0.0033282025471898244,0.013384184910233205,-0.00355620576373283,0.0018176796282643442,0.0024571328265741038,0.007909383741057027,0.02710109902315726,-0.16078830006414732,0.005647502289392094,0.01032345216415602,0.5663471691195001,0.6067649135503737,0.7086292415224155,1.0,0.5508715036893295,0.4809611481198485,0.43772752453931124,0.5989196602767194,0.41180642742566653,0.5913269168775463,0.5941980803141731,0.6622472156047442,0.535286150968485,0.6403235907112187,0.6614384076670988,0.8326532889097977,0.7119596479381954,0.7758311049557526,0.8273653702217452,0.8601925670332037,0.7279265963120158,0.7592968044795929,0.8074754427536692,0.7929695202253919,0.6876652566338173,0.6890641739751844,0.7051202529252732
pm25_lag_24h,,0.7733073335158307,,0.7729237584979431,0.7729237584979431,0.7729237584979431,0.0011791085121390522,-0.005746309315124808,-0.011526460523450955,0.00025699613552051555,-0.025120582849530722,-0.020976592737153455,-0.019991514675565987,0.0034423128631509213,-0.025684670288501445,0.1518474113470177,0.015300121860458763,0.013434223927100841,0.7779651140854255,0.7361062193824534,0.6472619788009963,0.5508715036893295,1.0,0.7674677142931934,0.6801205250711813,0.7757502888739344,0.48698338570096394,0.7763302513370602,0.760235802488853,0.7570133580620519,0.5461075650215281,0.7483971622594339,0.7309618117703668,0.7190977911197183,0.589285488550262,0.6958409168346434,0.693947037659822,0.8217650446347647,0.721442033185485,0.7464488904384556,0.7909120945306785,0.8092525588160339,0.7037165311476424,0.6894000422614347,0.7182134049989722
pm25_lag_48h,,0.6941067696324543,,0.6933759413728181,0.6933759413728181,0.6933759413728181,0.018426968542883726,-0.005826312009478802,-0.029978956414376597,-0.015238998888355476,-0.05625392724072877,-0.05344038758987497,-0.052046681700310855,-0.0390658675740188,-0.027877932228955696,0.15101238858456412,0.034043753170331155,-0.00010364236570840946,0.6869254744945323,0.648618164029836,0.5746858442219951,0.4809611481198485,0.7674677142931934,1.0,0.7534259262655884,0.6830419725175385,0.40086065375329094,0.6901075928577939,0.6653288668115035,0.6666365725964437,0.44319652273189963,0.6763320028114815,0.6345083813262448,0.6350486420717523,0.5072017735577726,0.6224562285407714,0.6046474810445751,0.7029140786609239,0.5964784869953108,0.650558010319745,0.6521614673038738,0.8141113851568271,0.7232425748052437,0.7024010474633549,0.7468660716365819
pm25_lag_72h,,0.6573921774768011,,0.6556465076351602,0.6556465076351602,0.6556465076351602,0.03107819990501626,-0.0026868536255623284,-0.022679198637320267,-0.024351359469489183,-0.09767307451245806,-0.09546534944219204,-0.09425737579005065,-0.0207441676956065,-0.031147407642870172,0.15872756033911503,0.028629711882431474,-0.0201268987889217,0.6566674468973256,0.6123205193068534,0.527307005508919,0.43772752453931124,0.6801205250711813,0.7534259262655884,1.0,0.6502792821139985,0.37492512672305245,0.6596213747965617,0.6298893067576633,0.6295608602709585,0.41783015786397854,0.6383482046455412,0.5922449358970013,0.5934675936608784,0.4794264595953826,0.5922104795261293,0.5662772624104755,0.6486914996806087,0.5497365232970928,0.626891383118098,0.6034538857807837,0.7429761763738804,0.6876110734530917,0.6750480127864464,0.7167657489945608
pm25_rolling_mean_3h,,0.9160802850105293,,0.9162448546033795,0.9162448546033795,0.9162448546033795,0.018971755977653444,-0.044995303470191234,0.0040086757275975445,0.034077147798194374,0.01599603019547096,0.023483901776749094,0.02411434011153732,0.010801017288856591,0.054596996254450206,0.1495419709520743,0.004364996516838512,0.01180851324061315,0.9707495003653176,0.9707234926491825,0.8103103636744642,0.5989196602767194,0.7757502888739344,0.6830419725175385,0.6502792821139985,1.0,0.6848137016219473,0.9844203282493889,0.989080436623398,0.9701940312793254,0.7347330731711444,0.9304976791274443,0.9436698229212338,0.8879255199223385,0.7409709189118953,0.833710024227317,0.8621815591893278,0.8518697279735236,0.7169675723318705,0.7825220956151164,0.799876742299956,0.7822776379827253,0.6829246849453805,0.7037123470025691,0.7008887612172436
pm25_rolling_std_3h,,0.609356408319712,,0.6175826799897263,0.6175826799897263,0.6175826799897263,-0.011818710524590716,-0.05007087929259514,-0.014306110526532412,0.03512029837328137,0.04537219775452858,0.05170203002579564,0.052331603913120965,-0.008004180064539755,0.08891177040618485,0.0681509966234283,0.031150793076025425,0.0056412035023750565,0.6536401420847223,0.6835160638376856,0.5376105783286855,0.41180642742566653,0.48698338570096394,0.40086065375329094,0.37492512672305245,0.6848137016219473,1.0,0.5516429796215552,0.7813685262620609,0.6622897065842203,0.7715976352850837,0.5192401065145966,0.7357088369864861,0.6003863165751596,0.622668188279881,0.47716054666124824,0.6621160295415311,0.5591611627260288,0.5883398461291802,0.41846495563628855,0.6021786989738313,0.501604433601762,0.485957847336836,0.39872690959582124,0.4865654342014162
pm25_rolling_min_3h,,0.9079533138854874,,0.907466572094624,0.907466572094624,0.907466572094624,0.02292464094014988,-0.04032211896017526,0.006716520377171827,0.031057123729155485,0.007925087428499863,0.015051239286104462,0.01565370884521843,0.014398942426294225,0.04175847588520935,0.15415287521636153,-0.00223677647767143,0.01465841479238417,0.9599542224218277,0.9529616469471971,0.8052507500873526,0.5913269168775463,0.7763302513370602,0.6901075928577939,0.6596213747965617,0.9844203282493889,0.5516429796215552,1.0,0.9513489494086609,0.9573494791970765,0.6615111862457378,0.9465752888001167,0.9105235823146816,0.8779128076936794,0.7044989828077345,0.8445185461377,0.8344758214556615,0.8471269304663825,0.6853795116942119,0.8005591695720569,0.7777945532396313,0.7827857578832644,0.6715683031380352,0.7163550423340421,0.6927063010263584
pm25_rolling_max_3h,,0.9043215181511434,,0.9059525102640291,0.9059525102640291,0.9059525102640291,0.012778706264687944,-0.0484537301495574,2.5026948358715133e-05,0.03613702838523218,0.022212988772879742,0.029876026114297453,0.03055155015878732,0.007882288053436765,0.06397654298979276,0.14025493159423644,0.00961052164152788,0.01281635177461828,0.9591618495276811,0.9649789756023687,0.8004591315400568,0.5941980803141731,0.760235802488853,0.6653288668115035,0.6298893067576633,0.989080436623398,0.7813685262620609,0.9513489494086609,1.0,0.9602619695390343,0.7793350022526659,0.8992676791153718,0.9524184568940576,0.8779321589474669,0.7561969827943789,0.8077712275518268,0.868218121464209,0.8398530639805012,0.7284109747000901,0.7540568136736332,0.8031051378771198,0.7676704752740985,0.6788413180438556,0.6809674679080712,0.6949194719331792
pm25_rolling_mean_6h,,0.8668426205780883,,0.8676207318461473,0.8676207318461473,0.8676207318461473,0.004453637577617292,-0.07554578389987363,0.007626414146762362,0.03204159813164035,0.013635785439195018,0.021071507665942076,0.02163964105537691,0.012502853490683613,0.10331031651651383,0.1128992762704305,0.00352203371456805,0.01073263708618821,0.9179746881031564,0.9727394658849061,0.9178602509609982,0.6622472156047442,0.7570133580620519,0.6666365725964437,0.6295608602709585,0.9701940312793254,0.6622897065842203,0.9573494791970765,0.9602619695390343,1.0,0.7611751829518401,0.959052418030767,0.9745389578965866,0.9486153467447124,0.7757190113821111,0.871950328020523,0.9072930792457328,0.8852180787522433,0.7466920346273375,0.8060756571854549,0.829953793819056,0.8101765563893887,0.7085189962147896,0.7243342965593165,0.7273022264730175
pm25_rolling_std_6h,,0.6613871743934149,,0.6665385454275636,0.6665385454275636,0.6665385454275636,-0.03247351679672394,-0.03868944812669494,-0.0018348217404898703,0.0314309697063836,0.04049502811885394,0.04709133243066744,0.047472473709967114,-0.0011771278007409716,0.09790305601723603,0.01924954151026913,0.03750571565251685,0.00409046813981131,0.7067214505761013,0.7270440369212048,0.71452153696245,0.535286150968485,0.5461075650215281,0.44319652273189963,0.41783015786397854,0.7347330731711444,0.7715976352850837,0.6615111862457378,0.7793350022526659,0.7611751829518401,1.0,0.5663561758675392,0.8770172793710029,0.7262413039655204,0.818582826397876,0.5340402255442346,0.8083520911850411,0.6746839655541872,0.7262856677789138,0.49067996853196877,0.732858316516937,0.6136781278168584,0.5976558843896227,0.4850968514081693,0.5929396204306536
pm25_rolling_min_6h,,0.8467859355472078,,0.8460095521276476,0.8460095521276476,0.8460095521276476,0.01724639651197179,-0.0831436627628159,0.0068784234597825695,0.0301408194318553,0.0013870374682404985,0.008440504348496873,0.009083894778320754,0.01570329961191682,0.08892998685446145,0.1282299101050027,-0.008646505896188797,0.016609447613743743,0.88890246016151,0.9244921214657055,0.8897746024150421,0.6403235907112187,0.7483971622594339,0.6763320028114815,0.6383482046455412,0.9304976791274443,0.5192401065145966,0.9465752888001167,0.8992676791153718,0.959052418030767,0.5663561758675392,1.0,0.8897009615609563,0.9174576436065336,0.6567686955882307,0.9076498822506267,0.8340378080571621,0.8628369417337142,0.6603979280581946,0.8413038658134876,0.7678938503228121,0.7983038035662868,0.6718478349354521,0.744343278192542,0.6993798165612337
pm25_rolling_max_6h,,0.8532345984025231,,0.8560850338283811,0.8560850338283811,0.8560850338283811,-0.008386096984651904,-0.06852478883769078,0.004167068399278181,0.035577230415241114,0.021357194416582154,0.02914627671904017,0.029693592365784092,0.010780076123095216,0.1056024279532038,0.08360520288905536,0.013379117999134917,0.013655737680835984,0.9036063559152854,0.9370304856665196,0.9081999381110316,0.6614384076670988,0.7309618117703668,0.6345083813262448,0.5922449358970013,0.9436698229212338,0.7357088369864861,0.9105235823146816,0.9524184568940576,0.9745389578965866,0.8770172793710029,0.8897009615609563,1.0,0.9294540897833149,0.8303010767240573,0.8170051815677695,0.9283288958590132,0.8697251061216763,0.7805099024636756,0.7557436709072161,0.8474772165662765,0.7911660855681449,0.7108307364656474,0.689440563126578,0.7250524991233647
