model,hour_ahead,day,MAE,RMSE,R2,split
LSTM,2,Day 1,9.980030059814453,12.449924110273223,0.14713096618652344,test
LSTM,3,Day 1,10.97665023803711,13.400914266341237,0.009236574172973633,test
LSTM,4,Day 1,8.817977905273438,11.335405122965735,0.2892308831214905,test
LSTM,5,Day 1,10.236810684204102,12.635778075498248,0.11415928602218628,test
LSTM,6,Day 1,9.902143478393555,12.338605286657073,0.15310269594192505,test
LSTM,7,Day 1,9.471226692199707,12.302555618889084,0.15584802627563477,test
LSTM,8,Day 1,10.938114166259766,13.299769372302864,0.012528181076049805,test
LSTM,9,Day 1,10.502009391784668,13.000770546011458,0.05837666988372803,test
LSTM,10,Day 1,10.267631530761719,12.631780937319864,0.11004269123077393,test
LSTM,11,Day 1,10.61286735534668,13.402293085921436,-0.003193497657775879,test
LSTM,12,Day 1,10.8164701461792,13.320899570090802,0.008718788623809814,test
LSTM,13,Day 1,10.57281494140625,12.9018328407019,0.07091856002807617,test
LSTM,14,Day 1,10.32093334197998,13.152715575194087,0.035695672035217285,test
LSTM,15,Day 1,10.471433639526367,13.106511345451066,0.04264599084854126,test
LSTM,16,Day 1,11.10399055480957,13.765091261112577,-0.05616116523742676,test
LSTM,17,Day 1,10.320504188537598,13.320714001463624,0.010793209075927734,test
LSTM,18,Day 1,11.680724143981934,14.203592861346683,-0.1248173713684082,test
LSTM,19,Day 1,11.58633041381836,14.719095213905494,-0.2076880931854248,test
LSTM,20,Day 1,10.794610023498535,13.645951986403674,-0.03915822505950928,test
LSTM,21,Day 1,11.351245880126953,13.852597408286098,-0.0746239423751831,test
LSTM,22,Day 1,11.758201599121094,14.564579238130742,-0.19189751148223877,test
LSTM,23,Day 1,11.021844863891602,13.598610055243526,-0.04463672637939453,test
LSTM,24,Day 1,11.269743919372559,14.115218024629039,-0.1312708854675293,test
LSTM,25,Day 2,11.468332290649414,14.470426721825405,-0.19203555583953857,test
LSTM,26,Day 2,12.281599998474121,14.88263820435997,-0.26323747634887695,test
LSTM,27,Day 2,11.831589698791504,14.368236244179544,-0.17928338050842285,test
LSTM,28,Day 2,12.125923156738281,15.181211825967083,-0.31681668758392334,test
LSTM,29,Day 2,12.982844352722168,15.682149392551791,-0.40250909328460693,test
LSTM,30,Day 2,13.875147819519043,16.58001450854358,-0.5705349445343018,test
LSTM,31,Day 2,12.761246681213379,15.513643228484504,-0.3770887851715088,test
LSTM,32,Day 2,12.597338676452637,15.33887934245595,-0.34235167503356934,test
LSTM,33,Day 2,11.576452255249023,14.749108756343391,-0.24105727672576904,test
LSTM,34,Day 2,13.300924301147461,16.361658150134875,-0.5210914611816406,test
LSTM,35,Day 2,12.901641845703125,15.733276692520171,-0.40351593494415283,test
LSTM,36,Day 2,12.97913932800293,15.857056095862932,-0.42474234104156494,test
LSTM,37,Day 2,12.77640151977539,15.70750774504176,-0.3973628282546997,test
LSTM,38,Day 2,11.645816802978516,14.797500935480521,-0.2370150089263916,test
LSTM,39,Day 2,12.830830574035645,16.24527894912136,-0.4855344295501709,test
LSTM,40,Day 2,12.168272018432617,15.17511209512501,-0.29277634620666504,test
LSTM,41,Day 2,12.166888236999512,15.268453470693053,-0.3058161735534668,test
LSTM,42,Day 2,12.400223731994629,15.358956254623727,-0.3148927688598633,test
LSTM,43,Day 2,13.187167167663574,16.374221899750403,-0.4872622489929199,test
LSTM,44,Day 2,11.922133445739746,15.283723159083838,-0.29172253608703613,test
LSTM,45,Day 2,12.495803833007812,15.624531242968539,-0.34380578994750977,test
LSTM,46,Day 2,13.226454734802246,16.74534063868122,-0.5383219718933105,test
LSTM,47,Day 2,12.662924766540527,16.56857660491361,-0.5039545297622681,test
LSTM,48,Day 2,12.867754936218262,16.015934638775086,-0.40384554862976074,test
LSTM,49,Day 3,13.465715408325195,16.780593489835027,-0.5446056127548218,test
LSTM,50,Day 3,12.943984985351562,16.31079653910974,-0.4587395191192627,test
LSTM,51,Day 3,13.216561317443848,16.50167930611533,-0.4942518472671509,test
LSTM,52,Day 3,13.061714172363281,16.07291677214976,-0.42706263065338135,test
LSTM,53,Day 3,13.22004222869873,16.383219512409546,-0.4921313524246216,test
LSTM,54,Day 3,12.238020896911621,15.280885532143888,-0.30685532093048096,test
LSTM,55,Day 3,13.561631202697754,16.33469982010354,-0.5014187097549438,test
LSTM,56,Day 3,12.886515617370605,16.18106434267285,-0.476828932762146,test
LSTM,57,Day 3,12.885549545288086,15.833183903574607,-0.4157979488372803,test
LSTM,58,Day 3,12.70858097076416,15.639105937408454,-0.378978967666626,test
LSTM,59,Day 3,12.832235336303711,15.884360129653182,-0.4244575500488281,test
LSTM,60,Day 3,13.355619430541992,16.192926741785865,-0.49191784858703613,test
LSTM,61,Day 3,13.02556324005127,16.161867563334553,-0.4893174171447754,test
LSTM,62,Day 3,13.124462127685547,15.774801919845192,-0.42265963554382324,test
LSTM,63,Day 3,14.5584135055542,17.369137001187354,-0.7345093488693237,test
LSTM,64,Day 3,12.635010719299316,15.892404222234301,-0.4622502326965332,test
LSTM,65,Day 3,12.376527786254883,15.161016788253713,-0.34193992614746094,test
LSTM,66,Day 3,13.810684204101562,17.190481808108867,-0.7396153211593628,test
LSTM,67,Day 3,14.115138053894043,17.534971335207892,-0.8262836933135986,test
LSTM,68,Day 3,13.103528022766113,16.351053914391212,-0.6030555963516235,test
LSTM,69,Day 3,13.323436737060547,16.224061893563274,-0.589573860168457,test
LSTM,70,Day 3,12.455601692199707,15.250641355942317,-0.4108257293701172,test
LSTM,71,Day 3,13.36408805847168,16.359529831526142,-0.6308398246765137,test
LSTM,72,Day 3,13.48391342163086,16.612892273691106,-0.6949599981307983,test
